V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,Time1_1,Time1_2,Time1_3,Time1_4,Consent,Time2_1,Time2_2,Time2_3,Time2_4,Immoral1,Immoral2,Immoral3,Time3_1,Time3_2,Time3_3,Time3_4,Moral1,Moral2,Condition,Moral3,Time3_1.0,Time3_2.0,Time3_3.0,Time3_4.0,DV_1_1,DV_1_2,DV_1_3,DV_1_4,DV_1_5,DV_1_6,DV_1_7,DV_1_8,DV_1_9,DV_1_10,DV_2_1_1_TEXT,DV_2_4_1_TEXT,DV_2_5_1_TEXT,DV_2_6_1_TEXT,DV_2_9_1_TEXT,showertext,toothpastetext,glasstext,disinfectantext,laundrytext,Q27_1,Q27_2,Q27_3,Q27_4,Taboo_1,Taboo_2,Taboo_3,Taboo_4,Taboo_5,Time4_1,Time4_2,Time4_3,Time4_4,Q12,Gender,Q16,National,Ethnic_1,Ethnic_2,Ethnic_3,Ethnic_4,Ethnic_5,Ethnic_6,Ethnic_7,Ethnic_8,Ethnic_8_TEXT,age1,Religious_1,Politics_1,Politics_2,Politics_3,VAR00001,Q26,shower,toothpaste,glass,disinfectant,laundry,Desirability,PricePay,ControlDesire
R_8CIgYejSQJikR5H,Default Response Set,Anonymous, , ,122.168.144.10,0,02/11/2013,02/11/2013,1,3.656,3.656,4.663,1,1,48.092,52.251,100.367,4,1,1,"Two years ago, When I was a junior partner at a prestigious law firm. I was coming up for promotion against another junior partner Chris for several months chris had been working on a major case for the city that would make or break his career at the firmhowever he could not locate a key zoning document without which it was unlikely that he would have sufficient evidence to successfully argue his case late one evening as I was rummaging through a corner filing cabinet I happened to come across the zoning ocument that Chris was in desperate need of I pulled it from the cabinet and walked over to the office shredder knowing that my promotion would now be secured", , , , , , ,1, ,1.188,42.171,43.205,25,3,5,6,5,6,5,6,6,4,7,1, ,10,10,10,3,5,20,30,20,31.656,63.878,64.955,11,8,8,7,5,7,1.784,21.743,23.27,12, ,1,21,Indian,1, , , , , , , , ,21,5,7,6,7, ,2192,3,5,20,30,20,6,14,4.6
R_8x0a8JN04cMHtit,Default Response Set,Anonymous, , ,49.203.169.218,0,02/11/2013,02/11/2013,1,8.347,8.347,9.508,1,1,17.426,595.614,647.928,6,1,1,Two years ago when i was a junior partner at a prestigious law firm. I was coming up for promotion against another junior partner Chris. For several months Chris had been working on a major case for the city. That would make or break his career at the fir however. He could not locate a key zoning document without. Which it was unlikely. That he would have sufficient evident to successfully argue. His case late one evening as i was rummaging through a corner filing cabinet. I happened to come across the zoing document. That Chris was in desperate need of pulled it from the cabinet and walked over to the office shredder knowing that my promotion would now be secured., , , , , , ,1, ,34.41,61.851,63.288,10,7,6,6,7,7,6,6,6,7,6, , , , , ,0,0,0,0,0,19.993,69.457,70.413,8,1,1,5,7,6,6.697,45.785,46.61,9, ,1,23,indian,1, , , , , , , , ,23,6,8,9,9, ,215,0,0,0,0,0,6,1,6.8
R_8rjoml5bYGYzdch,Default Response Set,Anonymous, , ,117.254.146.188,0,02/11/2013,02/11/2013,1,15.304,15.304,19.27,1,1,49.882,49.882,401.871,1,1,1,"Two years ago, when I was a junior partner at a prestigious law firm, I was coming up for promotion against another junior partner Chris for several months.  Chris had been working on a major case for the city that would make or break his career at the fim.  However he could not locate a key zoning document without which it was unlikely that he would have sufficient evidence to successfully argue his case.  Late one evening as I was rummaging thorugh a corner filing cabinet, I happened to come across the oning document that Chris was in desperate need of.  I pulled it from the cabinet and walked over to the office shredder knowing that my promotion would now be secured.", , , , , , ,1, ,38.02,182.344,183.591,29,1,3,6,1,4,1,1,1,3,4,0,0,0.1,0,$0.25,0.25,1,0,0,0.2,41.43,84.628,85.565,5,8,8,8,8,8,5.909,57.212,58.336,8, ,1,39,Indian,1, , , , , , , , ,39,6,6,3,5, ,2143,0,1,0,0,0.2,3,0.7,2
R_d6kqvcclJ2lLGS1,Default Response Set,Anonymous, , ,115.241.8.32,0,02/11/2013,02/11/2013,1,5.254,5.254,6.173,1,1,7.864,21.862,22.554,5,1,1,two years ago when I was a junior partner at a prestigious law firm I was coming up for promotion against another junior partner Chris for several months chris had been working on a major case for the city that would make or break his career at the firm hwever he could not locate a key zoning document without which it was unlikely that he would have sufficient evidence to successfully argue his case late one evening as I was rummaging through a corner filing cabinet I happened to come across the zoning doument that Chris was in desperate need of I pulled it from the cabinet and walked over to the office shredder knowing that my promotion would now be secured, , , , , , ,1, ,1.355,16.663,17.469,21, ,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2.074,4.407,5.609,5,2,2,2,2,2,2.148,20.343,20.986,8, ,1,28,Indian,1, , , , , , , , ,28,3,4,4,4, ,2178,5,5,5,5,5,5,5,5
R_3kFUWVqNG1FtWf3,Default Response Set,Anonymous, , ,220.225.28.85,0,02/11/2013,02/11/2013,1,2.646,2.646,3.49,1,1,9.108,205.531,212.296,17,1,1,"
I have a two year partner in law firm. I was coming up for promotion against another junior partner Chris for several months . Chris had been working on a major case for the city that would make or break his career at the firm. However he could not locae a key zoning document without,which it was unlikely that he would have sufficient evidence to successfully argue his case. One 
evening as,I was rummaging through a corner filing cabinet, I happened to come across the zoning document that Chris was in esperate need of I pulled ,it from the cabinet and walked over to the office shredder knowing that my promotion would now be secured.", , , , , , ,1, ,13.713,32.449,81.59,17,6,6,6,6,6,6,6,6,6,6,2,10,2,5,3,4,3,7,6,2,10.581,45.913,47.085,6,6,3,5,4,5,7.238,55.843,58.702,9, ,1,28,Tamil nadu, , , , , , , ,1,Indian,28,5,7,7,7, ,218,4,3,7,6,2,6,4.666666667,6
R_0DliQcqF8uXH2gl,Default Response Set,Anonymous, , ,101.63.221.104,0,02/11/2013,02/11/2013,1,8.961,9.463,10.731,2,1,6.367,16.809,387.415,12,1,1,"Two years ago,when I was a junior partner at a prestigious law firm,I was coming up for promotion against another junior partner chris for several months chirs had been working on a major case for the city that would make or break his career at the firm.Hwever he could not locate a key zoning document wihout which it was unlikely that he would have sufficient evidence to successfully argur his casse late one evening as I was rummaging through s corner filing cabinet I happened to come acrossthe zoning docment that chris was in desperate need of I pulled it from the cabinet and walked over to the offive shredder knowing that my promotion would now be secured.", , , , , , ,1, ,2.382,60.795,66.542,23,2,2,5,3,4,3,2,2,2,5,1,2,2,2,1,2,2,2,2,1,4.622,70.753,73.479,25,8,8,8,8,8,5.565,34.518,34.924,14, ,1,22,Indian,1, , , , , , , , ,22,3,5,5,5, ,2137,2,2,2,2,1,3.2,2.033333333,2.8
R_6orwh2By40ysJcV,Default Response Set,Anonymous, , ,184.148.62.83,0,02/11/2013,02/11/2013,1,3.908,3.908,5.671,1,1,36.523,481.778,490.635,4,1,1,"Two years ago, when I was a junior partner at a prestigious law firm, I was coming up for promotion against another junior partner Chris. For several months, Chris had been working on a major case for the city that would make or break his career at the fim. However, he could not locate a key zoning document without which it was unlikely that he would have sufficient evidence to successfully argue his case. Late one evening, as I was rummaging through a corner filling cabinet, I happened to come across thezoning document that Chris was in desperately need of. I pulled it from the Cabinet and walked over to the office shredder, knowing that my promotion would now be secured.", , , , , , ,1, ,45.656,87.839,91.119,21,5,5,6,6,6,3,3,4,4,6,2,3,3,1,3,3,3,2,2,5,13.04,59.293,60.479,6,7,8,8,1,4,3.648,46.541,47.889,12, ,2,25,Indian,1, , , , , , , , ,25,5,5,5,5, ,2139,3,3,2,2,5,4.8,3.3,4.8
R_0GSlVQ15F0qxeXX,Default Response Set,Anonymous, , ,117.193.121.183,0,02/11/2013,02/11/2013,1,13.441,13.441,14.613,1,1,29.518,279.284,290.592,20,1,1,"Two years ago, when i was a junior partner at a prestigious law firm, i was coming up for promotion against another junior partner Chris. For several months Chris had been working on a major case for the city that would make or break his career at the fir. However, he could not locate a key zoning document without which it was unlikely that, he would have sufficient evidence to successfully argue his case. Late one evening as I was rummaging through a corner filing cabinet. I happened to come across the zning document that Chris was in desperate need of, i pulled it from the cabinet and walked over to the office shredder knowing that my promotion would now be secured.", , , , , , ,1, ,14.262,67.001,102.857,15,6,4,3,2,6,4,7,4,3,7,2,4,2,3,4,4,6,6,4,7,28.449,51.48,53.819,5,7,8,8,8,8,3.883,35.097,36.6,9, ,2,33,Indian,1, , , , , , , , ,33,6,2,5,2, ,2188,4,6,6,4,7,5,5.333333333,4.2
R_ePD2rb8BhhW5DdX,Default Response Set,Anonymous, , ,117.200.87.215,0,02/11/2013,02/11/2013,1,4.602,4.602,5.827,1,1,14.058,14.058,18.606,1,1,1,"Two years ago when I was a junior partner at a prestigious law firm, I was coming up for promotion against another junior partner Chris .For several months Chris had been working on a major case for the city that would make or break his career at the firm However he could not locate a key zoning document without which it was unlikely that he would have sufficient evidence to successfully argue his case late. One evening as I was rummaging through a corner filing cabinet, I happened to come across the zonig document that Chris was in desperate need of. I pulled it from the cabinet and placed it without a note on Chris desk knowing that he would be so relieved when he arrived to work the next morning.", , , , , , ,1, ,3.601,54.556,58.089,21,5,4,6,6,5,3,4,3,5,7,4,9,5,5,8,3,7,6,3,10,2.658,7.246,9.178,5,4,4,5,4,5,2.447,21.141,22.117,8, ,1,55,Indian,1, , , , , , , , ,55,6,8,7,8, ,2132,3,7,6,3,10,4.8,5.633333333,4.8
R_1Hcs2fEoowbjTWl,Default Response Set,Anonymous, , ,14.139.187.71,0,02/11/2013,02/11/2013,1,330.582,330.582,331.527,1,1,2.769,89.762,91.782,8,1,1,"Two years ago, when I was a junior partner at a prestigious law firm, I was coming up for promotion against another junior partner Chris for several months. Chris had been working on a major case for the city that would make or break his career at the fir. However he could not locate a key Zoning document without which it was unlikely that he would have sufficient evidence to successfully argue his case. Late, one evening as I was rummaging through a corner filing cabinet. I happened to come across the Zoing document that Chris was in desperate need of. I pulled it from the cabinet and walked over to the office shredder knowing that my promotion would now be secured.", , , , , , ,1, ,0.997,35.891,38.1,10,6,6,5,6,7,6,6,5,7,6,5,2,6,2,4,6,3,19,7,5,0.249,6.915,7.347,4,6,4,5,7,6,0.105,24.217,34.711,10, ,1,52,INDIAN,1, , , , , , , , ,52,6,6,8,7, ,2165,6,3,19,7,5,5.6,7.6,6.4
R_5cLlUfnVIVLcBHD,Default Response Set,Anonymous, , ,117.193.242.81,0,02/12/2013,02/12/2013,1,57.739,57.739,59.212,1,1,21.305,469.328,520.689,18,1,1,"Two years ago when I was a junior partner at a prestigious law firm, I was coming up for a promotion against another junior partner Chris. For several months Chris had been working on a major case for the city. That would make or break his career at the frm. However he could not locate a key zoning document, without which it was unlikely that he would have sufficient eveidence.To successfully argue his case late one evening as I was rummaging through a corner filling cabinet.I happened to come across the oning document, that Chris was in desperate need of. I pulled it from the cabinet and walked over to the office shredder knowing that my promotion would now be secured.", , , , , , ,1, ,31.549,152.453,158.831,21,1,5,4,2,4,1,6,3,5,6,0.7,1.5,2,0.5,2,0.6,0.7,1,3,1,58.149,124.46,126.83,6,7,8,8,8,8,4.681,38.497,39.619,8, ,2,21,Indian,1, , , , , , , , ,21,6,5,1,1, ,2165,0,0,1,3,1,4.8,1.633333333,2.6
R_3aqtEs1O79ZnGUB,Default Response Set,Anonymous, , ,124.123.210.41,0,02/12/2013,02/12/2013,1,11.451,11.451,12.948,1,1,20.53,175.189,181.475,19,1,1,Two years ago when I was a junior partner at a prestigious law firm. I was coming up for promotion against another junior partner Chris for several months. Chris had been working on a major case for the city that would make or break his career at the firm However he could not locate a key zoning document without which it was unlikely that he would have sufficient evidence to successfully argue his case late one evening as I was rummaging through a corner filing cabinet I happened to come across the zoningdocument that Chris was in desperate need of I pulled it from the cabinet and walked over to the office shredder knowing that my promotion would now be secured., , , , , , ,1, ,11.872,58.656,62.338,21,6,6,7,5,6,4,5,4,5,6,1,1,1,1,2,1,1,1,1,1,21.216,49.515,50.716,8,8,8,8,8,8,2.527,41.184,45.334,10, ,1,29,Indian,1, , , , , , , , ,29,4,3,3,3, ,2149,1,1,1,1,1,5.6,1.766666667,5.2
R_6Wka8YrnASWe08R,Default Response Set,Anonymous, , ,117.216.66.249,0,02/12/2013,02/12/2013,1,9.794,9.794,11.467,1,1,17.945,224.966,234.821,24,1,1,"Two years ago,when I was a junior partner at a prestigious law firm,I was coming up for promotion against another junior partner Chris. For several months, chris had been working on a major case for the city that would make or break his career at the firm However he could not locate a key zoning document.  It was unlikely that he would have sufficient evidence to successfully argue his case late. One evening as I was rummaging through a corner filing cabinet, I happened to come across the zoning document.hris was in desperate need. I pulled it from the cabinet and walked over to the office shredder knowing that my promotion would now be secured.", , , , , , ,1, ,3.515,71.72,100.72,23,4,7,7,5,4,4,3,4,4,6,1,5,10,2,1,3,3,3,3,4,5.17,10.369,13.321,5,6,5,6,5,6,1.862,30.148,32.83,8, ,1,26,INDIA,1, , , , , , , , ,26,4,5,6,6, ,2172,3,3,3,3,4,5.4,3.566666667,4.2
R_0leJYO6sDJv6N5X,Default Response Set,Anonymous, , ,14.194.248.70,0,02/12/2013,02/12/2013,1,51.118,51.118,54.767,1,1,35.865,787.277,793.247,28,1,1,"Two years ago when I was a junior partner at a prestigious law firm ,I was coming up for promotion against another junior partner Chris for several months .Chris had been working on a major case for the city that would make or break his career at the firm.However could not locate a key zoning document without which it was unlikely that he would have sufficient evidence to successfully argue his case. Late one evening as I was rummaging through a corner filing cabinet ,I happened to come across the zoning ocument that Chris was in desperate need of .I pulled it from the cabinet and walked  over to the office shredder knowing that promotion would now be secured.", , , , , , ,1, ,11.176,87.324,89.434,22,2,5,6,6,5,2,4,4,5,7,1,4,2,1,1,1,3,1,2,3,36.763,81.051,82.504,6,1,8,3,7,7,6.083,55.047,56.507,9, ,1,35,indian,1, , , , , , , , ,35,6,8,9,9, ,2196,1,3,1,2,3,5.2,2.533333333,4
R_1yJnClsuDGj8aHj,Default Response Set,Anonymous, , ,117.206.51.115,0,02/12/2013,02/12/2013,1,2.926,2.926,4.792,1,1,12.257,132.379,135.499,21,1,1,"Two years ago, when I was a junior partner at a prestigious law firm, I was coming up for promotion against another junior partner Chris. For several months Chris had been working on a major case for the city that would make or break his career at the fir. However, he could not locate a key zoning document without which it was unlikely that he would have sufficient evidence to successfully argue his case. Late one evening as I was rummaging through a corner filing cabinet I happened to come across the zonng document that Chris was in desperate need of. I pulled it from the cabinet and walked over to the office shredder knowing that my promotion would now be secured.", , , , , , ,1, ,9.555,58.062,60.642,13,1,7,7,1,6,6,1,1,5, ,0,0,5,3,1,2,1,0,0,3,6.472,14.189,15.869,5,8,8,8,8,8,2.257,28.887,29.937,9, ,1,35,Indian,1, , , , , , , , ,35,7,9,9,9, ,2163,2,1,0,0,3,4,1.666666667,3.8
